lapTime	speed_Mph	gas	brake	steer	gear	x	y	z
0.003	145.59596252441406	1.0	0.0	3.31404972076416	6	205.70396423339844	-84.89799499511719	-388.09014892578125
0.027	145.67703247070312	1.0	0.0	3.6496500968933105	6	204.1461181640625	-84.88785552978516	-388.2127990722656
0.036	145.6981201171875	1.0	0.0	3.9013500213623047	6	203.561767578125	-84.88472747802734	-388.2591552734375
0.06	145.75550842285156	1.0	0.0	4.446699619293213	6	202.0031280517578	-84.87882232666016	-388.383544921875
0.069	145.78306579589844	1.0	0.0	4.698400020599365	6	201.41847229003906	-84.87757873535156	-388.43048095703125
0.081	145.82408142089844	1.0	0.0	5.159850120544434	6	200.63876342773438	-84.87665557861328	-388.49334716796875
0.105	145.91180419921875	1.0	0.0	5.663249492645264	6	199.07872009277344	-84.87641143798828	-388.62042236328125
0.114	145.9486541748047	1.0	0.0	5.872999668121338	6	198.49349975585938	-84.87674713134766	-388.6685791015625
0.126	145.99935913085938	1.0	0.0	6.082749843597412	6	197.7130126953125	-84.87736511230469	-388.7333068847656
0.147	146.0724639892578	1.0	0.0	6.12470006942749	6	196.34671020507812	-84.87831115722656	-388.84814453125
0.159	146.11170959472656	1.0	0.0	6.12470006942749	6	195.56576538085938	-84.87857818603516	-388.9147644042969
0.18	146.18235778808594	1.0	0.0	5.998849868774414	6	194.19876098632812	-84.87804412841797	-389.0334167480469
0.192	146.22303771972656	1.0	0.0	5.831049919128418	6	193.41741943359375	-84.87699127197266	-389.1023864746094
0.204	146.265869140625	1.0	0.0	5.621299743652344	6	192.63592529296875	-84.87549591064453	-389.1722106933594
0.225	146.33987426757812	1.0	0.0	5.243750095367432	6	191.26792907714844	-84.87178802490234	-389.2964782714844
0.237	146.37596130371094	1.0	0.0	4.950099945068359	6	190.4860382080078	-84.86913299560547	-389.36865234375
0.249	146.41390991210938	1.0	0.0	4.740349769592285	6	189.7040252685547	-84.8663101196289	-389.44158935546875
0.27	146.48135375976562	1.0	0.0	4.362800121307373	6	188.33517456054688	-84.86121368408203	-389.571044921875
0.282	146.5172882080078	1.0	0.0	4.236949920654297	6	187.55279541015625	-84.8582763671875	-389.64599609375
0.303	146.58290100097656	1.0	0.0	4.069149971008301	6	186.18331909179688	-84.8532485961914	-389.7789306640625
0.315	146.62030029296875	1.0	0.0	4.027200222015381	6	185.40057373046875	-84.8504867553711	-389.8558349609375
0.327	146.65721130371094	1.0	0.0	3.9852497577667236	6	184.61770629882812	-84.84781646728516	-389.9334716796875
0.348	146.7267608642578	1.0	0.0	3.9852497577667236	6	183.247314453125	-84.84371185302734	-390.07086181640625
0.36	146.76504516601562	1.0	0.0	4.027200222015381	6	182.46405029296875	-84.8416748046875	-390.1502990722656
0.381	146.82460021972656	1.0	0.0	4.069149971008301	6	181.093017578125	-84.83850860595703	-390.2908935546875
0.393	146.86392211914062	1.0	0.0	4.111100196838379	6	180.30938720703125	-84.83698272705078	-390.37213134765625
0.405	146.90533447265625	1.0	0.0	4.111100196838379	6	179.52561950683594	-84.8354721069336	-390.4541015625
0.426	146.97352600097656	1.0	0.0	4.194999694824219	6	178.15370178222656	-84.8325424194336	-390.5993347167969
0.438	147.0135955810547	1.0	0.0	4.194999694824219	6	177.3695831298828	-84.83061981201172	-390.68341064453125
0.447	147.0438995361328	1.0	0.0	4.194999694824219	6	176.78140258789062	-84.8290023803711	-390.7469787597656
0.471	147.1180877685547	1.0	0.0	4.194999694824219	6	175.21261596679688	-84.82380676269531	-390.91876220703125
0.48	147.14736938476562	1.0	0.0	4.153050422668457	6	174.6241912841797	-84.82158660888672	-390.9840087890625
0.492	147.1879119873047	1.0	0.0	4.153050422668457	6	173.8395233154297	-84.81844329833984	-391.07171630859375
0.516	147.26644897460938	1.0	0.0	4.194999694824219	6	172.2698211669922	-84.81168365478516	-391.2494201660156
0.525	147.2941131591797	1.0	0.0	4.194999694824219	6	171.68106079101562	-84.80903625488281	-391.31683349609375
0.549	147.36668395996094	1.0	0.0	4.194999694824219	6	170.11068725585938	-84.80210876464844	-391.4983825683594
0.558	147.39599609375	1.0	0.0	4.194999694824219	6	169.52166748046875	-84.7997055053711	-391.567138671875
0.57	147.43577575683594	1.0	0.0	4.194999694824219	6	168.73617553710938	-84.7965316772461	-391.6593933105469
0.594	147.50103759765625	1.0	0.0	4.194999694824219	6	167.1649169921875	-84.7904052734375	-391.8457946777344
0.603	147.53079223632812	1.0	0.0	4.194999694824219	6	166.5755615234375	-84.78819274902344	-391.9163513183594
0.615	147.56930541992188	1.0	0.0	4.194999694824219	6	165.78964233398438	-84.78515625	-392.0110168457031
0.636	147.63458251953125	1.0	0.0	4.194999694824219	6	164.4139862060547	-84.7795181274414	-392.1783447265625
0.648	147.67300415039062	1.0	0.0	4.194999694824219	6	163.62774658203125	-84.77603912353516	-392.27496337890625
0.66	147.70956420898438	1.0	0.0	4.194999694824219	6	162.84140014648438	-84.77227020263672	-392.372314453125
0.681	147.77243041992188	1.0	0.0	4.153050422668457	6	161.4650421142578	-84.7648696899414	-392.54449462890625
0.693	147.81057739257812	1.0	0.0	4.111100196838379	6	160.6784210205078	-84.76014709472656	-392.6439208984375
0.705	147.84893798828125	1.0	0.0	4.111100196838379	6	159.89169311523438	-84.75504302978516	-392.744140625
0.726	147.9144744873047	1.0	0.0	4.111100196838379	6	158.5146484375	-84.74530792236328	-392.9212951660156
0.738	147.9525146484375	1.0	0.0	4.069149971008301	6	157.72763061523438	-84.73944091796875	-393.0235290527344
0.759	148.01812744140625	1.0	0.0	4.069149971008301	6	156.3500518798828	-84.72904205322266	-393.2040710449219
0.771	148.0518035888672	1.0	0.0	4.069149971008301	6	155.56272888183594	-84.72319793701172	-393.3081359863281
0.78	148.0775604248047	1.0	0.0	4.111100196838379	6	154.97215270996094	-84.71892547607422	-393.3865966796875
0.804	148.1471710205078	1.0	0.0	4.111100196838379	6	153.3970184326172	-84.70819091796875	-393.5975341796875
0.816	148.18243408203125	1.0	0.0	4.111100196838379	6	152.60928344726562	-84.70321655273438	-393.70391845703125
0.837	148.2462921142578	1.0	0.0	4.069149971008301	6	151.23048400878906	-84.69513702392578	-393.8915710449219
0.849	148.2841796875	1.0	0.0	4.111100196838379	6	150.4424285888672	-84.69088745117188	-393.9996337890625
0.861	148.31968688964844	1.0	0.0	4.111100196838379	6	149.6542510986328	-84.68689727783203	-394.1083068847656
0.882	148.3772735595703	1.0	0.0	4.069149971008301	6	148.27474975585938	-84.6799087524414	-394.3001403808594
0.894	148.40972900390625	1.0	0.0	3.9852497577667236	6	147.48635864257812	-84.67589569091797	-394.41070556640625
0.903	148.44227600097656	1.0	0.0	3.9433000087738037	6	146.89498901367188	-84.67288208007812	-394.49407958984375
0.927	148.51988220214844	1.0	0.0	3.7754998207092285	6	145.31765747070312	-84.66433715820312	-394.71844482421875
0.936	148.5443878173828	1.0	0.0	3.7335500717163086	6	144.72607421875	-84.66088104248047	-394.8033447265625
0.948	148.5790252685547	1.0	0.0	3.6496500968933105	6	143.93722534179688	-84.65615844726562	-394.91717529296875
0.969	148.64707946777344	1.0	0.0	3.4818499088287354	6	142.55650329589844	-84.64773559570312	-395.1180419921875
0.981	148.68472290039062	1.0	0.0	3.3979501724243164	6	141.76736450195312	-84.6427993774414	-395.2337646484375
0.993	148.71768188476562	1.0	0.0	3.2720999717712402	6	140.9781494140625	-84.6378173828125	-395.3501892089844
1.014	148.77935791015625	1.0	0.0	3.188199996948242	6	139.5968017578125	-84.62913513183594	-395.55548095703125
1.026	148.8154754638672	1.0	0.0	3.146250009536743	6	138.8073272705078	-84.62422180175781	-395.6736755371094
1.038	148.85084533691406	1.0	0.0	3.104300022125244	6	138.0177459716797	-84.61935424804688	-395.79248046875
1.059	148.912109375	1.0	0.0	3.062350034713745	6	136.63575744628906	-84.61087799072266	-396.0019226074219
1.071	148.94715881347656	1.0	0.0	3.062350034713745	6	135.84591674804688	-84.60608673095703	-396.1224365234375
1.092	149.010009765625	1.0	0.0	2.978450059890747	6	134.46343994140625	-84.59783172607422	-396.3347473144531
1.104	149.0448760986328	1.0	0.0	2.978450059890747	6	133.67330932617188	-84.59313201904297	-396.4568786621094
1.116	149.07913208007812	1.0	0.0	2.936499834060669	6	132.88308715820312	-84.58848571777344	-396.5796203613281
1.137	149.1424102783203	1.0	0.0	2.936499834060669	6	131.4999542236328	-84.5804443359375	-396.7958068847656
1.149	149.1774444580078	1.0	0.0	2.936499834060669	6	130.70945739746094	-84.57587432861328	-396.9201354980469
1.158	149.20428466796875	1.0	0.0	2.852599859237671	6	130.1165008544922	-84.57246398925781	-397.0137939453125
1.182	149.27664184570312	1.0	0.0	2.810649871826172	6	128.53501892089844	-84.56341552734375	-397.2650451660156
1.191	149.302490234375	1.0	0.0	2.768699884414673	6	127.94186401367188	-84.56002044677734	-397.3598937988281
1.203	149.3379669189453	1.0	0.0	2.726749897003174	6	127.15089416503906	-84.55546569824219	-397.4867858886719
1.227	149.40814208984375	1.0	0.0	2.6008999347686768	6	125.56866455078125	-84.54634857177734	-397.7423400878906
1.236	149.43502807617188	1.0	0.0	2.6008999347686768	6	124.9752197265625	-84.54280853271484	-397.8387451171875
1.248	149.46621704101562	1.0	0.0	2.6008999347686768	6	124.18389892578125	-84.53797912597656	-397.9677734375
1.269	149.5319366455078	1.0	0.0	2.4750499725341797	6	122.79882049560547	-84.52923583984375	-398.1949157714844
1.281	149.56752014160156	1.0	0.0	2.2652997970581055	6	122.00720977783203	-84.52405548095703	-398.3254699707031
1.293	149.6033477783203	1.0	0.0	2.2233498096466064	6	121.2154769897461	-84.51874542236328	-398.4565124511719
1.314	149.66275024414062	1.0	0.0	2.2233498096466064	6	119.8297119140625	-84.5093994140625	-398.68701171875
1.326	149.6981658935547	1.0	0.0	2.2233498096466064	6	119.03770446777344	-84.50404357910156	-398.81939697265625
1.338	149.7308349609375	1.0	0.0	2.1394498348236084	6	118.2455825805664	-84.49868774414062	-398.9522705078125
1.359	149.7938690185547	1.0	0.0	2.1394498348236084	6	116.85907745361328	-84.48954772949219	-399.18585205078125
1.371	149.83241271972656	1.0	0.0	2.1394498348236084	6	116.06661224365234	-84.48453521728516	-399.3199157714844
1.392	149.88673400878906	1.0	0.0	2.1394498348236084	6	114.67955017089844	-84.47581481933594	-399.5555419921875
1.404	149.91339111328125	1.0	0.0	2.1394498348236084	6	113.88683319091797	-84.47077178955078	-399.6907958984375
1.416	149.9503936767578	1.0	0.0	2.1394498348236084	6	113.093994140625	-84.46582794189453	-399.82647705078125
1.437	150.02154541015625	1.0	0.0	2.0555500984191895	6	111.7061767578125	-84.45694732666016	-400.0650634765625
1.449	150.053955078125	1.0	0.0	2.0136001110076904	6	110.91297912597656	-84.45167541503906	-400.20196533203125
1.458	150.0787811279297	1.0	0.0	2.0136001110076904	6	110.31802368164062	-84.4477310180664	-400.304931640625
